Champion,con_champ,BP,Ban,Pick,Win_rate,Duo_Score,Count_Score
kalista,aatrox,881,719.0,162.0,54.94,-4.94,-29.94
kalista,ahri,881,719.0,162.0,54.94,-7.88,8.7
kalista,akali,881,719.0,162.0,54.94,45.06,2.2
kalista,alistar,881,719.0,162.0,54.94,-21.61,35.97
kalista,ambessa,881,719.0,162.0,54.94,-3.09,3.88
kalista,amumu,881,719.0,162.0,54.94,45.06,0.0
kalista,anivia,881,719.0,162.0,54.94,0.0,-54.94
kalista,annie,881,719.0,162.0,54.94,30.77,2.2
kalista,aphelios,881,719.0,162.0,54.94,0.0,-54.94
kalista,ashe,881,719.0,162.0,54.94,20.06,-17.44
kalista,aurelion sol,881,719.0,162.0,54.94,-4.94,0.0
kalista,aurora,881,719.0,162.0,54.94,-24.17,21.98
kalista,azir,881,719.0,162.0,54.94,-4.94,3.39
kalista,bard,881,719.0,162.0,54.94,0.0,11.73
kalista,blitzcrank,881,719.0,162.0,54.94,-4.94,0.0
kalista,brand,881,719.0,162.0,54.94,0.0,45.06
kalista,braum,881,719.0,162.0,54.94,45.06,11.73
kalista,caitlyn,881,719.0,162.0,54.94,0.0,2.2
kalista,camille,881,719.0,162.0,54.94,30.77,0.0
kalista,cassiopeia,881,719.0,162.0,54.94,11.73,0.0
kalista,chogath,881,719.0,162.0,54.94,45.06,45.06
kalista,corki,881,719.0,162.0,54.94,-38.27,-4.94
kalista,draven,881,719.0,162.0,54.94,0.0,-14.94
kalista,elise,881,719.0,162.0,54.94,-4.94,7.56
kalista,ezreal,881,719.0,162.0,54.94,0.0,-21.61
kalista,galio,881,719.0,162.0,54.94,17.79,-4.94
kalista,gnar,881,719.0,162.0,54.94,20.06,25.06
kalista,gragas,881,719.0,162.0,54.94,16.49,-54.94
kalista,gwen,881,719.0,162.0,54.94,-29.94,-21.61
kalista,hwei,881,719.0,162.0,54.94,-38.27,-14.94
kalista,jarvan iv,881,719.0,162.0,54.94,16.49,-54.94
kalista,jax,881,719.0,162.0,54.94,5.06,2.2
kalista,jayce,881,719.0,162.0,54.94,20.06,-8.79
kalista,jhin,881,719.0,162.0,54.94,0.0,11.73
kalista,kaisa,881,719.0,162.0,54.94,0.0,-4.94
kalista,karma,881,719.0,162.0,54.94,0.0,-8.27
kalista,kayle,881,719.0,162.0,54.94,0.0,-54.94
kalista,kennen,881,719.0,162.0,54.94,45.06,-4.94
kalista,khazix,881,719.0,162.0,54.94,-54.94,0.0
kalista,kindred,881,719.0,162.0,54.94,-54.94,0.0
kalista,kog,881,719.0,162.0,54.94,0.0,45.06
kalista,ksante,881,719.0,162.0,54.94,-14.94,-4.94
kalista,leblanc,881,719.0,162.0,54.94,-54.94,-4.94
kalista,lee sin,881,719.0,162.0,54.94,-4.94,45.06
kalista,leona,881,719.0,162.0,54.94,20.06,17.79
kalista,lillia,881,719.0,162.0,54.94,-14.94,5.06
kalista,lissandra,881,719.0,162.0,54.94,45.06,-54.94
kalista,lucian,881,719.0,162.0,54.94,45.06,14.29
kalista,lulu,881,719.0,162.0,54.94,0.0,45.06
kalista,maokai,881,719.0,162.0,54.94,-14.94,-17.44
kalista,milio,881,719.0,162.0,54.94,0.0,45.06
kalista,miss fortune,881,719.0,162.0,54.94,0.0,11.73
kalista,mordekaiser,881,719.0,162.0,54.94,-54.94,0.0
kalista,mundo,881,719.0,162.0,54.94,-54.94,0.0
kalista,naafiri,881,719.0,162.0,54.94,9.35,3.39
kalista,nami,881,719.0,162.0,54.94,0.0,7.56
kalista,nautilus,881,719.0,162.0,54.94,-54.94,17.79
kalista,neeko,881,719.0,162.0,54.94,4.44,-15.81
kalista,nidalee,881,719.0,162.0,54.94,25.06,-4.94
kalista,nocturne,881,719.0,162.0,54.94,30.77,5.06
kalista,olaf,881,719.0,162.0,54.94,20.06,11.73
kalista,orianna,881,719.0,162.0,54.94,-9.49,7.56
kalista,ornn,881,719.0,162.0,54.94,25.06,7.56
kalista,pantheon,881,719.0,162.0,54.94,11.73,0.06
kalista,poppy,881,719.0,162.0,54.94,-4.94,-39.56
kalista,pyke,881,719.0,162.0,54.94,0.0,-54.94
kalista,qiyana,881,719.0,162.0,54.94,45.06,0.0
kalista,rakan,881,719.0,162.0,54.94,11.73,-8.27
kalista,reksai,881,719.0,162.0,54.94,0.0,45.06
kalista,rell,881,719.0,162.0,54.94,7.56,-14.94
kalista,renata glasc,881,719.0,162.0,54.94,-1.45,11.73
kalista,renekton,881,719.0,162.0,54.94,-21.61,2.2
kalista,rumble,881,719.0,162.0,54.94,-4.94,-4.94
kalista,ryze,881,719.0,162.0,54.94,21.98,-2.31
kalista,sejuani,881,719.0,162.0,54.94,-1.61,-9.49
kalista,senna,881,719.0,162.0,54.94,-54.94,25.06
kalista,seraphine,881,719.0,162.0,54.94,-54.94,-4.94
kalista,shen,881,719.0,162.0,54.94,-54.94,45.06
kalista,singed,881,719.0,162.0,54.94,0.0,45.06
kalista,sion,881,719.0,162.0,54.94,7.56,1.58
kalista,sivir,881,719.0,162.0,54.94,0.0,-54.94
kalista,skarner,881,719.0,162.0,54.94,5.06,9.35
kalista,smolder,881,719.0,162.0,54.94,45.06,45.06
kalista,soraka,881,719.0,162.0,54.94,-4.94,45.06
kalista,sylas,881,719.0,162.0,54.94,2.2,-21.61
kalista,syndra,881,719.0,162.0,54.94,0.0,-54.94
kalista,tahm kench,881,719.0,162.0,54.94,0.0,-54.94
kalista,taliyah,881,719.0,162.0,54.94,16.49,-1.09
kalista,talon,881,719.0,162.0,54.94,-54.94,0.0
kalista,taric,881,719.0,162.0,54.94,-54.94,0.0
kalista,thresh,881,719.0,162.0,54.94,0.0,-54.94
kalista,tristana,881,719.0,162.0,54.94,0.0,-54.94
kalista,trundle,881,719.0,162.0,54.94,-4.94,11.73
kalista,twisted fate,881,719.0,162.0,54.94,-54.94,45.06
kalista,udyr,881,719.0,162.0,54.94,0.0,-4.94
kalista,varus,881,719.0,162.0,54.94,0.0,10.69
kalista,vex,881,719.0,162.0,54.94,0.0,45.06
kalista,vi,881,719.0,162.0,54.94,-14.94,-1.09
kalista,viego,881,719.0,162.0,54.94,-21.61,5.06
kalista,viktor,881,719.0,162.0,54.94,-26.37,2.2
kalista,vladimir,881,719.0,162.0,54.94,45.06,45.06
kalista,warwick,881,719.0,162.0,54.94,-4.94,0.0
kalista,wukong,881,719.0,162.0,54.94,-29.94,11.73
kalista,xayah,881,719.0,162.0,54.94,0.0,0.62
kalista,xin zhao,881,719.0,162.0,54.94,2.2,-4.94
kalista,yasuo,881,719.0,162.0,54.94,-54.94,-4.94
kalista,yone,881,719.0,162.0,54.94,15.06,-21.61
kalista,yorick,881,719.0,162.0,54.94,5.06,-0.39
kalista,zed,881,719.0,162.0,54.94,-4.94,0.0
kalista,zeri,881,719.0,162.0,54.94,0.0,45.06
kalista,ziggs,881,719.0,162.0,54.94,-54.94,25.06
kalista,zoe,881,719.0,162.0,54.94,0.0,-4.94
kalista,zyra,881,719.0,162.0,54.94,45.06,-4.94
vi,aatrox,1144,795.0,349.0,51.86,-6.41,1.47
vi,ahri,1144,795.0,349.0,51.86,-1.86,16.89
vi,akali,1144,795.0,349.0,51.86,4.39,20.87
vi,alistar,1144,795.0,349.0,51.86,6.96,10.89
vi,ambessa,1144,795.0,349.0,51.86,-0.3,0.52
vi,anivia,1144,795.0,349.0,51.86,0.0,-51.86
vi,annie,1144,795.0,349.0,51.86,6.03,-30.43
vi,aphelios,1144,795.0,349.0,51.86,-18.53,-1.86
vi,ashe,1144,795.0,349.0,51.86,-6.86,8.14
vi,aurelion sol,1144,795.0,349.0,51.86,14.81,0.0
vi,aurora,1144,795.0,349.0,51.86,-10.59,5.83
vi,azir,1144,795.0,349.0,51.86,6.96,-1.86
vi,bard,1144,795.0,349.0,51.86,8.14,-5.19
vi,blitzcrank,1144,795.0,349.0,51.86,-1.86,0.0
vi,brand,1144,795.0,349.0,51.86,0.0,48.14
vi,braum,1144,795.0,349.0,51.86,-0.25,1.99
vi,caitlyn,1144,795.0,349.0,51.86,28.14,-11.86
vi,camille,1144,795.0,349.0,51.86,31.47,-18.53
vi,cassiopeia,1144,795.0,349.0,51.86,-51.86,-1.86
vi,chogath,1144,795.0,349.0,51.86,14.81,14.81
vi,corki,1144,795.0,349.0,51.86,-0.51,-1.86
vi,draven,1144,795.0,349.0,51.86,-18.53,48.14
vi,elise,1144,795.0,349.0,51.86,14.81,-8.11
vi,ezreal,1144,795.0,349.0,51.86,-1.86,8.52
vi,fiddlesticks,1144,795.0,349.0,51.86,48.14,0.0
vi,fiora,1144,795.0,349.0,51.86,0.0,48.14
vi,galio,1144,795.0,349.0,51.86,8.14,-1.86
vi,gangplank,1144,795.0,349.0,51.86,-51.86,48.14
vi,garen,1144,795.0,349.0,51.86,0.0,-51.86
vi,gnar,1144,795.0,349.0,51.86,-8.11,2.69
vi,gragas,1144,795.0,349.0,51.86,-1.86,-51.86
vi,gwen,1144,795.0,349.0,51.86,-0.25,4.81
vi,hwei,1144,795.0,349.0,51.86,-31.86,48.14
vi,jarvan iv,1144,795.0,349.0,51.86,0.0,-31.86
vi,jax,1144,795.0,349.0,51.86,-11.86,10.64
vi,jayce,1144,795.0,349.0,51.86,-11.86,-3.71
vi,jhin,1144,795.0,349.0,51.86,-16.86,17.11
vi,jinx,1144,795.0,349.0,51.86,-1.86,-51.86
vi,kaisa,1144,795.0,349.0,51.86,5.52,-11.12
vi,kalista,1144,795.0,349.0,51.86,-11.86,-5.71
vi,karma,1144,795.0,349.0,51.86,-1.86,5.28
vi,kassadin,1144,795.0,349.0,51.86,48.14,0.0
vi,kayle,1144,795.0,349.0,51.86,48.14,0.0
vi,kennen,1144,795.0,349.0,51.86,14.81,-1.86
vi,kindred,1144,795.0,349.0,51.86,0.0,14.81
vi,ksante,1144,795.0,349.0,51.86,-6.03,2.9
vi,leblanc,1144,795.0,349.0,51.86,-51.86,-51.86
vi,lee sin,1144,795.0,349.0,51.86,0.0,-1.86
vi,leona,1144,795.0,349.0,51.86,-11.86,8.67
vi,lillia,1144,795.0,349.0,51.86,0.0,-18.53
vi,lissandra,1144,795.0,349.0,51.86,0.0,-26.86
vi,lucian,1144,795.0,349.0,51.86,-21.86,-5.71
vi,lulu,1144,795.0,349.0,51.86,-11.86,31.47
vi,maokai,1144,795.0,349.0,51.86,-18.53,-12.97
vi,miss fortune,1144,795.0,349.0,51.86,8.14,1.99
vi,mordekaiser,1144,795.0,349.0,51.86,-1.86,-51.86
vi,naafiri,1144,795.0,349.0,51.86,0.0,2.19
vi,nami,1144,795.0,349.0,51.86,-26.86,-51.86
vi,nasus,1144,795.0,349.0,51.86,0.0,-51.86
vi,nautilus,1144,795.0,349.0,51.86,-1.86,-5.19
vi,neeko,1144,795.0,349.0,51.86,6.96,-31.86
vi,nidalee,1144,795.0,349.0,51.86,-51.86,5.28
vi,nilah,1144,795.0,349.0,51.86,0.0,-51.86
vi,nocturne,1144,795.0,349.0,51.86,0.0,6.47
vi,orianna,1144,795.0,349.0,51.86,-13.4,10.04
vi,ornn,1144,795.0,349.0,51.86,-5.71,-16.15
vi,pantheon,1144,795.0,349.0,51.86,-18.53,9.43
vi,poppy,1144,795.0,349.0,51.86,8.14,16.71
vi,pyke,1144,795.0,349.0,51.86,-11.86,0.0
vi,rakan,1144,795.0,349.0,51.86,0.41,-6.21
vi,reksai,1144,795.0,349.0,51.86,-18.53,0.0
vi,rell,1144,795.0,349.0,51.86,5.83,1.63
vi,renata glasc,1144,795.0,349.0,51.86,-20.04,7.23
vi,renekton,1144,795.0,349.0,51.86,-9.0,-8.38
vi,rumble,1144,795.0,349.0,51.86,9.25,-9.75
vi,ryze,1144,795.0,349.0,51.86,16.89,6.96
vi,sejuani,1144,795.0,349.0,51.86,0.0,-0.25
vi,senna,1144,795.0,349.0,51.86,-1.86,-14.36
vi,seraphine,1144,795.0,349.0,51.86,-51.86,-18.53
vi,sett,1144,795.0,349.0,51.86,0.0,-51.86
vi,shen,1144,795.0,349.0,51.86,-1.86,23.14
vi,singed,1144,795.0,349.0,51.86,-51.86,0.0
vi,sion,1144,795.0,349.0,51.86,5.28,-1.86
vi,sivir,1144,795.0,349.0,51.86,5.28,-23.29
vi,skarner,1144,795.0,349.0,51.86,0.0,-20.04
vi,smolder,1144,795.0,349.0,51.86,14.81,48.14
vi,swain,1144,795.0,349.0,51.86,48.14,-1.86
vi,sylas,1144,795.0,349.0,51.86,11.3,10.04
vi,syndra,1144,795.0,349.0,51.86,48.14,0.0
vi,tahm kench,1144,795.0,349.0,51.86,0.0,14.81
vi,taliyah,1144,795.0,349.0,51.86,-0.88,1.47
vi,taric,1144,795.0,349.0,51.86,48.14,-1.86
vi,thresh,1144,795.0,349.0,51.86,-51.86,-51.86
vi,tristana,1144,795.0,349.0,51.86,-31.86,-10.19
vi,trundle,1144,795.0,349.0,51.86,0.0,-8.11
vi,tryndamere,1144,795.0,349.0,51.86,-51.86,0.0
vi,twisted fate,1144,795.0,349.0,51.86,-51.86,-18.53
vi,twitch,1144,795.0,349.0,51.86,0.0,-51.86
vi,udyr,1144,795.0,349.0,51.86,48.14,48.14
vi,varus,1144,795.0,349.0,51.86,4.81,-5.86
vi,vex,1144,795.0,349.0,51.86,48.14,0.0
vi,viego,1144,795.0,349.0,51.86,0.0,-18.53
vi,viktor,1144,795.0,349.0,51.86,12.43,-15.02
vi,vladimir,1144,795.0,349.0,51.86,14.81,23.14
vi,volibear,1144,795.0,349.0,51.86,0.0,48.14
vi,warwick,1144,795.0,349.0,51.86,-51.86,-51.86
vi,wukong,1144,795.0,349.0,51.86,0.0,-0.8
vi,xayah,1144,795.0,349.0,51.86,12.43,4.55
vi,xerath,1144,795.0,349.0,51.86,-51.86,0.0
vi,xin zhao,1144,795.0,349.0,51.86,0.0,4.96
vi,yasuo,1144,795.0,349.0,51.86,48.14,-51.86
vi,yone,1144,795.0,349.0,51.86,8.14,-7.42
vi,yorick,1144,795.0,349.0,51.86,23.14,9.68
vi,yunara,1144,795.0,349.0,51.86,10.64,-11.86
vi,zed,1144,795.0,349.0,51.86,0.0,-51.86
vi,zeri,1144,795.0,349.0,51.86,3.7,35.64
vi,ziggs,1144,795.0,349.0,51.86,14.81,3.7
vi,zilean,1144,795.0,349.0,51.86,0.0,-51.86
vi,zyra,1144,795.0,349.0,51.86,0.0,-9.0
sejuani,aatrox,487,191.0,296.0,43.24,-4.78,56.76
sejuani,ahri,487,191.0,296.0,43.24,0.0,13.9
sejuani,akali,487,191.0,296.0,43.24,-9.91,15.58
sejuani,alistar,487,191.0,296.0,43.24,3.19,-9.91
sejuani,ambessa,487,191.0,296.0,43.24,-1.73,11.05
sejuani,anivia,487,191.0,296.0,43.24,56.76,0.0
sejuani,annie,487,191.0,296.0,43.24,0.0,-18.24
sejuani,aphelios,487,191.0,296.0,43.24,16.76,-43.24
sejuani,ashe,487,191.0,296.0,43.24,-1.57,-16.57
sejuani,aurelion sol,487,191.0,296.0,43.24,-43.24,6.76
sejuani,aurora,487,191.0,296.0,43.24,16.76,-2.21
sejuani,azir,487,191.0,296.0,43.24,-9.91,2.91
sejuani,bard,487,191.0,296.0,43.24,19.26,-9.91
sejuani,blitzcrank,487,191.0,296.0,43.24,6.76,-43.24
sejuani,brand,487,191.0,296.0,43.24,0.0,56.76
sejuani,braum,487,191.0,296.0,43.24,-8.62,-0.93
sejuani,caitlyn,487,191.0,296.0,43.24,-3.24,-9.91
sejuani,camille,487,191.0,296.0,43.24,28.19,-23.24
sejuani,cassiopeia,487,191.0,296.0,43.24,-18.24,23.43
sejuani,chogath,487,191.0,296.0,43.24,-43.24,-43.24
sejuani,corki,487,191.0,296.0,43.24,-12.29,14.34
sejuani,draven,487,191.0,296.0,43.24,6.76,-43.24
sejuani,elise,487,191.0,296.0,43.24,-1.57,16.76
sejuani,ezreal,487,191.0,296.0,43.24,4.13,-3.24
sejuani,fiddlesticks,487,191.0,296.0,43.24,56.76,0.0
sejuani,fiora,487,191.0,296.0,43.24,0.0,-43.24
sejuani,galio,487,191.0,296.0,43.24,-18.24,-4.78
sejuani,gangplank,487,191.0,296.0,43.24,-43.24,-43.24
sejuani,garen,487,191.0,296.0,43.24,0.0,-43.24
sejuani,gnar,487,191.0,296.0,43.24,-18.24,-12.47
sejuani,gragas,487,191.0,296.0,43.24,6.76,-5.74
sejuani,gwen,487,191.0,296.0,43.24,8.76,-21.81
sejuani,hwei,487,191.0,296.0,43.24,6.76,-9.91
sejuani,irelia,487,191.0,296.0,43.24,-43.24,0.0
sejuani,ivern,487,191.0,296.0,43.24,0.0,-43.24
sejuani,jarvan iv,487,191.0,296.0,43.24,0.0,6.76
sejuani,jax,487,191.0,296.0,43.24,-9.91,9.39
sejuani,jayce,487,191.0,296.0,43.24,2.21,-1.57
sejuani,jhin,487,191.0,296.0,43.24,-16.92,0.76
sejuani,jinx,487,191.0,296.0,43.24,-3.24,-28.95
sejuani,kaisa,487,191.0,296.0,43.24,0.76,-0.38
sejuani,kalista,487,191.0,296.0,43.24,10.09,11.31
sejuani,karma,487,191.0,296.0,43.24,19.26,1.2
sejuani,kassadin,487,191.0,296.0,43.24,0.0,-43.24
sejuani,kennen,487,191.0,296.0,43.24,31.76,56.76
sejuani,kled,487,191.0,296.0,43.24,0.0,56.76
sejuani,kog,487,191.0,296.0,43.24,56.76,-9.91
sejuani,ksante,487,191.0,296.0,43.24,-23.24,-0.82
sejuani,leblanc,487,191.0,296.0,43.24,-43.24,56.76
sejuani,lee sin,487,191.0,296.0,43.24,-43.24,-18.24
sejuani,leona,487,191.0,296.0,43.24,-6.4,10.42
sejuani,lillia,487,191.0,296.0,43.24,0.0,-14.67
sejuani,lucian,487,191.0,296.0,43.24,-9.91,28.19
sejuani,lulu,487,191.0,296.0,43.24,19.26,-18.24
sejuani,lux,487,191.0,296.0,43.24,0.0,-43.24
sejuani,malphite,487,191.0,296.0,43.24,0.0,56.76
sejuani,maokai,487,191.0,296.0,43.24,-43.24,-2.33
sejuani,mel,487,191.0,296.0,43.24,-43.24,-43.24
sejuani,milio,487,191.0,296.0,43.24,-43.24,56.76
sejuani,miss fortune,487,191.0,296.0,43.24,-6.1,3.82
sejuani,mordekaiser,487,191.0,296.0,43.24,0.0,56.76
sejuani,morgana,487,191.0,296.0,43.24,56.76,-43.24
sejuani,mundo,487,191.0,296.0,43.24,56.76,6.76
sejuani,naafiri,487,191.0,296.0,43.24,56.76,3.43
sejuani,nami,487,191.0,296.0,43.24,-43.24,6.76
sejuani,nautilus,487,191.0,296.0,43.24,-14.21,3.43
sejuani,neeko,487,191.0,296.0,43.24,2.91,-4.35
sejuani,nidalee,487,191.0,296.0,43.24,-9.91,2.91
sejuani,nocturne,487,191.0,296.0,43.24,0.0,-3.24
sejuani,olaf,487,191.0,296.0,43.24,-43.24,23.43
sejuani,orianna,487,191.0,296.0,43.24,1.2,-2.06
sejuani,ornn,487,191.0,296.0,43.24,-43.24,15.09
sejuani,pantheon,487,191.0,296.0,43.24,31.76,6.76
sejuani,poppy,487,191.0,296.0,43.24,10.09,-28.95
sejuani,pyke,487,191.0,296.0,43.24,6.76,-43.24
sejuani,rakan,487,191.0,296.0,43.24,9.89,-3.24
sejuani,rell,487,191.0,296.0,43.24,-3.24,0.24
sejuani,renata glasc,487,191.0,296.0,43.24,-15.97,13.01
sejuani,renekton,487,191.0,296.0,43.24,-2.33,-21.02
sejuani,rumble,487,191.0,296.0,43.24,17.37,1.2
sejuani,ryze,487,191.0,296.0,43.24,20.4,4.76
sejuani,senna,487,191.0,296.0,43.24,-18.24,-18.24
sejuani,seraphine,487,191.0,296.0,43.24,6.76,56.76
sejuani,sett,487,191.0,296.0,43.24,0.0,6.76
sejuani,shen,487,191.0,296.0,43.24,13.9,56.76
sejuani,sion,487,191.0,296.0,43.24,6.76,13.9
sejuani,sivir,487,191.0,296.0,43.24,23.43,19.26
sejuani,skarner,487,191.0,296.0,43.24,0.0,-3.85
sejuani,smolder,487,191.0,296.0,43.24,6.76,6.76
sejuani,swain,487,191.0,296.0,43.24,-43.24,-43.24
sejuani,sylas,487,191.0,296.0,43.24,-12.47,0.51
sejuani,syndra,487,191.0,296.0,43.24,0.0,-43.24
sejuani,tahm kench,487,191.0,296.0,43.24,6.76,0.0
sejuani,taliyah,487,191.0,296.0,43.24,16.76,-18.24
sejuani,taric,487,191.0,296.0,43.24,6.76,0.0
sejuani,thresh,487,191.0,296.0,43.24,6.76,-9.91
sejuani,tristana,487,191.0,296.0,43.24,-13.24,12.32
sejuani,trundle,487,191.0,296.0,43.24,0.0,6.76
sejuani,twisted fate,487,191.0,296.0,43.24,56.76,6.76
sejuani,twitch,487,191.0,296.0,43.24,-43.24,0.0
sejuani,udyr,487,191.0,296.0,43.24,-9.91,6.76
sejuani,varus,487,191.0,296.0,43.24,11.6,-3.24
sejuani,vayne,487,191.0,296.0,43.24,0.0,56.76
sejuani,vex,487,191.0,296.0,43.24,0.0,-43.24
sejuani,vi,487,191.0,296.0,43.24,0.0,5.15
sejuani,viego,487,191.0,296.0,43.24,56.76,6.76
sejuani,viktor,487,191.0,296.0,43.24,-18.92,11.76
sejuani,vladimir,487,191.0,296.0,43.24,-43.24,-43.24
sejuani,volibear,487,191.0,296.0,43.24,0.0,-43.24
sejuani,warwick,487,191.0,296.0,43.24,0.0,56.76
sejuani,wukong,487,191.0,296.0,43.24,6.76,22.28
sejuani,xayah,487,191.0,296.0,43.24,6.76,-5.74
sejuani,xin zhao,487,191.0,296.0,43.24,-43.24,-7.34
sejuani,yasuo,487,191.0,296.0,43.24,0.0,-43.24
sejuani,yone,487,191.0,296.0,43.24,10.3,-2.33
sejuani,yorick,487,191.0,296.0,43.24,-7.53,2.91
sejuani,yunara,487,191.0,296.0,43.24,56.76,-43.24
sejuani,yuumi,487,191.0,296.0,43.24,-9.91,0.0
sejuani,zac,487,191.0,296.0,43.24,0.0,56.76
sejuani,zed,487,191.0,296.0,43.24,0.0,23.43
sejuani,zeri,487,191.0,296.0,43.24,6.76,-23.24
sejuani,ziggs,487,191.0,296.0,43.24,-13.24,11.31
sejuani,zoe,487,191.0,296.0,43.24,-43.24,0.0
sejuani,zyra,487,191.0,296.0,43.24,0.0,1.2
skarner,aatrox,737,491.0,246.0,49.19,-4.75,28.59
skarner,ahri,737,491.0,246.0,49.19,-7.52,5.81
skarner,akali,737,491.0,246.0,49.19,7.95,-15.86
skarner,alistar,737,491.0,246.0,49.19,5.98,-3.95
skarner,ambessa,737,491.0,246.0,49.19,-2.76,18.55
skarner,amumu,737,491.0,246.0,49.19,0.0,0.81
skarner,anivia,737,491.0,246.0,49.19,-49.19,50.81
skarner,annie,737,491.0,246.0,49.19,-29.19,-19.78
skarner,aphelios,737,491.0,246.0,49.19,50.81,50.81
skarner,ashe,737,491.0,246.0,49.19,0.81,5.36
skarner,aurelion sol,737,491.0,246.0,49.19,0.81,0.0
skarner,aurora,737,491.0,246.0,49.19,-9.19,9.9
skarner,azir,737,491.0,246.0,49.19,5.16,-10.73
skarner,bard,737,491.0,246.0,49.19,-12.83,-15.86
skarner,blitzcrank,737,491.0,246.0,49.19,50.81,-6.33
skarner,brand,737,491.0,246.0,49.19,0.0,0.81
skarner,braum,737,491.0,246.0,49.19,-5.44,-29.19
skarner,caitlyn,737,491.0,246.0,49.19,0.81,-15.86
skarner,camille,737,491.0,246.0,49.19,25.81,-6.33
skarner,cassiopeia,737,491.0,246.0,49.19,-24.19,0.81
skarner,chogath,737,491.0,246.0,49.19,0.81,0.0
skarner,corki,737,491.0,246.0,49.19,-1.57,17.48
skarner,draven,737,491.0,246.0,49.19,-49.19,50.81
skarner,elise,737,491.0,246.0,49.19,-29.19,-49.19
skarner,ezreal,737,491.0,246.0,49.19,-0.71,-2.76
skarner,fiora,737,491.0,246.0,49.19,-15.86,0.0
skarner,galio,737,491.0,246.0,49.19,39.7,-19.78
skarner,gangplank,737,491.0,246.0,49.19,-49.19,0.0
skarner,garen,737,491.0,246.0,49.19,-49.19,0.0
skarner,gnar,737,491.0,246.0,49.19,5.36,6.37
skarner,gragas,737,491.0,246.0,49.19,0.81,50.81
skarner,gwen,737,491.0,246.0,49.19,8.5,-3.74
skarner,hecarim,737,491.0,246.0,49.19,0.0,-49.19
skarner,hwei,737,491.0,246.0,49.19,-6.33,10.81
skarner,ivern,737,491.0,246.0,49.19,0.0,13.31
skarner,jarvan iv,737,491.0,246.0,49.19,0.0,-20.62
skarner,jax,737,491.0,246.0,49.19,0.81,0.81
skarner,jayce,737,491.0,246.0,49.19,9.9,2.81
skarner,jhin,737,491.0,246.0,49.19,-1.57,-15.86
skarner,jinx,737,491.0,246.0,49.19,7.95,50.81
skarner,kaisa,737,491.0,246.0,49.19,11.92,-1.19
skarner,kalista,737,491.0,246.0,49.19,10.81,-13.48
skarner,karma,737,491.0,246.0,49.19,15.1,10.81
skarner,kassadin,737,491.0,246.0,49.19,50.81,-49.19
skarner,kennen,737,491.0,246.0,49.19,50.81,-15.86
skarner,kled,737,491.0,246.0,49.19,0.0,50.81
skarner,ksante,737,491.0,246.0,49.19,-19.78,-9.19
skarner,leblanc,737,491.0,246.0,49.19,-49.19,0.81
skarner,lee sin,737,491.0,246.0,49.19,0.0,50.81
skarner,leona,737,491.0,246.0,49.19,15.1,16.19
skarner,lillia,737,491.0,246.0,49.19,0.0,-15.86
skarner,lissandra,737,491.0,246.0,49.19,0.0,50.81
skarner,lucian,737,491.0,246.0,49.19,-22.52,-5.44
skarner,lulu,737,491.0,246.0,49.19,7.95,-24.19
skarner,maokai,737,491.0,246.0,49.19,0.0,15.1
skarner,mel,737,491.0,246.0,49.19,-49.19,50.81
skarner,milio,737,491.0,246.0,49.19,0.81,0.81
skarner,miss fortune,737,491.0,246.0,49.19,-11.69,-1.57
skarner,mordekaiser,737,491.0,246.0,49.19,0.81,0.0
skarner,mundo,737,491.0,246.0,49.19,-49.19,50.81
skarner,naafiri,737,491.0,246.0,49.19,0.0,-35.86
skarner,nami,737,491.0,246.0,49.19,-32.52,-9.19
skarner,nautilus,737,491.0,246.0,49.19,-6.88,12.71
skarner,neeko,737,491.0,246.0,49.19,5.36,-19.19
skarner,nidalee,737,491.0,246.0,49.19,0.81,-29.19
skarner,nilah,737,491.0,246.0,49.19,0.0,-49.19
skarner,nocturne,737,491.0,246.0,49.19,0.0,22.24
skarner,olaf,737,491.0,246.0,49.19,0.0,0.81
skarner,orianna,737,491.0,246.0,49.19,17.48,34.14
skarner,ornn,737,491.0,246.0,49.19,-49.19,0.81
skarner,pantheon,737,491.0,246.0,49.19,-49.19,2.66
skarner,poppy,737,491.0,246.0,49.19,4.66,6.37
skarner,pyke,737,491.0,246.0,49.19,-49.19,0.0
skarner,rakan,737,491.0,246.0,49.19,-1.82,-2.52
skarner,reksai,737,491.0,246.0,49.19,0.0,50.81
skarner,rell,737,491.0,246.0,49.19,0.81,7.95
skarner,renata glasc,737,491.0,246.0,49.19,22.24,5.36
skarner,renekton,737,491.0,246.0,49.19,-9.19,-12.83
skarner,rumble,737,491.0,246.0,49.19,2.03,-0.62
skarner,ryze,737,491.0,246.0,49.19,0.81,-22.87
skarner,sejuani,737,491.0,246.0,49.19,0.0,11.42
skarner,senna,737,491.0,246.0,49.19,-24.19,6.37
skarner,seraphine,737,491.0,246.0,49.19,0.0,50.81
skarner,sett,737,491.0,246.0,49.19,0.0,0.81
skarner,shen,737,491.0,246.0,49.19,-24.19,0.0
skarner,sion,737,491.0,246.0,49.19,8.7,-13.9
skarner,sivir,737,491.0,246.0,49.19,0.81,-3.04
skarner,smolder,737,491.0,246.0,49.19,50.81,-49.19
skarner,soraka,737,491.0,246.0,49.19,-49.19,0.0
skarner,sylas,737,491.0,246.0,49.19,-4.75,6.37
